race_ethnicity;party
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
White;Republican                                   
